unique_id,amount,date_time_of_pickup,longitude_of_pickup,latitude_of_pickup,longitude_of_dropoff,latitude_of_dropoff,no_of_passenger,pickup_day,pickup_month,pickup_year,pickup_weekday,pickup_hour,mid_night_trip,rush_hour_trip,snow_season,pickup_manhattan,pickup_jfk,pickup_brooklyn,pickup_bronx,pickup_laGuardia,drop_manhattan,drop_jfk,drop_brooklyn,drop_bronx,drop_laGuardia,isAirportTrip
59:00.0,9.5,2013-02-12 15:59:00 UTC,-73.99209,40.740852,-73.980007,40.760827,2,12,2,2013,1,15,0,0,1,1,0,0,0,0,1,0,0,0,0,0
57:00.0,6.5,2012-08-24 06:57:00 UTC,-73.981677,40.74077,-73.96375,40.766102,2,24,8,2012,4,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33:00.0,4.5,2010-01-05 09:33:00 UTC,-73.968013,40.761267,-73.971668,40.762328,1,5,1,2010,1,9,0,0,1,1,0,0,0,0,1,0,0,0,0,0
41:04.0,11.5,2013-07-14 03:41:04 UTC,-73.955079,40.769023,-73.956489,40.804936,1,14,7,2013,6,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0
36:00.0,6.5,2012-11-24 15:36:00 UTC,-73.987543,40.760215,-73.97728,40.758985,1,24,11,2012,5,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0
00:13.0,7.5,2014-02-02 16:00:13 UTC,-73.99777,40.722753,-74.014609,40.717017,1,2,2,2014,6,16,0,1,1,1,0,0,0,0,1,0,0,0,0,0
26:21.0,8.0,2014-04-19 07:26:21 UTC,-73.947602,40.771109,-73.972686,40.764728,1,19,4,2014,5,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
49:09.0,13.5,2013-11-10 17:49:09 UTC,-73.957148,40.770663,-73.982177,40.757771,1,10,11,2013,6,17,0,1,0,1,0,0,0,0,1,0,0,0,0,0
48:30.0,9.3,2011-07-05 08:48:30 UTC,-74.001369,40.731069,-73.975594,40.75369,1,5,7,2011,1,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0
03:18.0,13.5,2009-02-25 18:03:18 UTC,-73.9638,40.808399,-73.967334,40.766406,1,25,2,2009,2,18,0,1,1,1,0,0,0,0,1,0,0,0,0,0
15:00.0,35.83,2013-04-29 18:15:00 UTC,-73.885249,40.772924,-74.001125,40.731567,1,29,4,2013,0,18,0,1,0,0,0,0,0,1,1,0,0,0,0,1
18:00.0,11.3,2010-11-05 01:18:00 UTC,-73.986018,40.759787,-73.965372,40.807792,1,5,11,2010,4,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
44:49.0,5.5,2015-03-13 13:44:49 UTC,-73.9571991,40.78595734,-73.9592514,40.77850342,3,13,3,2015,4,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0
31:00.0,3.7,2011-05-22 16:31:00 UTC,-73.991177,40.739555,-73.990428,40.7347,1,22,5,2011,6,16,0,1,0,1,0,0,0,0,1,0,0,0,0,0
20:00.0,13.3,2010-09-11 09:20:00 UTC,-73.950715,40.779987,-73.982273,40.775062,1,11,9,2010,5,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36:00.0,8.9,2012-06-12 00:36:00 UTC,-73.973207,40.79282,-73.984195,40.758412,5,12,6,2012,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
22:00.0,5.3,2009-02-15 11:22:00 UTC,-73.95961,40.77319,-73.969118,40.752777,1,15,2,2009,6,11,0,0,1,1,0,0,0,0,1,0,0,0,0,0
27:00.0,6.0,2012-11-21 09:27:00 UTC,-73.997122,40.722337,-74.00314,40.715502,1,21,11,2012,2,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20:48.0,17.0,2015-04-17 22:20:48 UTC,-74.00177765,40.73058319,-73.99460602,40.75056839,1,17,4,2015,4,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
27:00.0,21.7,2012-06-23 11:27:00 UTC,-73.951022,40.785708,-74.006522,40.707453,1,23,6,2012,5,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0
46:00.0,4.5,2011-02-22 13:46:00 UTC,-74.007593,40.742958,-73.997848,40.756427,4,22,2,2011,1,13,0,0,1,1,0,0,0,0,1,0,0,0,0,0
35:24.0,14.0,2013-10-07 10:35:24 UTC,-73.979718,40.78619,-73.954993,40.765447,1,7,10,2013,0,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
42:00.0,26.9,2012-01-12 19:42:00 UTC,-73.874743,40.774103,-73.959757,40.76281,5,12,1,2012,3,19,0,1,1,0,0,0,0,1,1,0,0,0,0,1
42:00.0,6.9,2009-02-21 00:42:00 UTC,-73.988775,40.736972,-73.99193,40.721933,2,21,2,2009,5,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
46:00.0,6.9,2011-12-24 18:46:00 UTC,-73.972412,40.746145,-73.990305,40.725742,1,24,12,2011,5,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0
14:00.0,4.1,2009-12-14 19:14:00 UTC,-73.959708,40.773862,-73.952198,40.769083,1,14,12,2009,0,19,0,1,0,1,0,0,0,0,1,0,0,0,0,0
09:09.0,10.0,2013-06-22 21:09:09 UTC,-73.994935,40.745258,-73.984739,40.728869,2,22,6,2013,5,21,0,0,0,1,0,0,0,0,1,0,0,0,0,0
42:05.0,6.5,2014-06-02 13:42:05 UTC,-74.005044,40.718251,-74.006021,40.711877,1,2,6,2014,0,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0
54:44.0,13.3,2009-04-08 07:54:44 UTC,-74.007297,40.719857,-73.975031,40.741667,1,8,4,2009,2,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
43:00.0,8.5,2011-02-17 02:43:00 UTC,-73.955508,40.768878,-73.942765,40.79909,2,17,2,2011,3,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0
39:27.0,29.0,2013-10-19 06:39:27 UTC,-73.979132,40.7619,-73.86153,40.768242,2,19,10,2013,5,6,0,0,0,1,0,0,0,0,0,0,0,0,1,1
41:08.0,28.0,2015-04-24 04:41:08 UTC,-73.98908997,40.72929001,-74.0136795,40.64622116,1,24,4,2015,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
46:19.0,12.1,2010-10-18 07:46:19 UTC,-73.97421,40.791311,-73.940934,40.839788,1,18,10,2010,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
38:00.0,6.9,2009-05-30 02:38:00 UTC,-73.971833,40.757837,-73.953418,40.767053,2,30,5,2009,5,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0
01:59.0,10.9,2011-10-25 19:01:59 UTC,-73.993606,40.721414,-73.990786,40.734549,1,25,10,2011,1,19,0,1,0,1,0,0,0,0,1,0,0,0,0,0
59:45.0,6.9,2010-05-13 19:59:45 UTC,-74.001242,40.757023,-73.977361,40.755206,1,13,5,2010,3,19,0,1,0,1,0,0,0,0,1,0,0,0,0,0
34:00.0,23.3,2011-10-08 14:34:00 UTC,-73.96232,40.779075,-73.988512,40.69336,1,8,10,2011,5,14,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29:06.0,6.0,2013-01-20 21:29:06 UTC,-73.975932,40.740685,-73.991017,40.751101,1,20,1,2013,6,21,0,0,1,1,0,0,0,0,1,0,0,0,0,0
32:24.0,16.0,2013-01-04 22:32:24 UTC,-73.97825,40.756127,-73.939381,40.816274,2,4,1,2013,4,22,0,0,1,1,0,0,0,0,1,0,0,0,0,0
11:00.0,7.3,2010-09-17 03:11:00 UTC,-74.001473,40.73108,-73.992007,40.749115,1,17,9,2010,4,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0
18:16.0,7.5,2015-04-22 09:18:16 UTC,-73.98101044,40.77237701,-73.97193146,40.76523209,2,22,4,2015,2,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
51:00.0,13.3,2010-11-13 13:51:00 UTC,-73.983132,40.743228,-73.98804,40.71701,1,13,11,2010,5,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0
09:33.0,9.0,2014-03-19 22:09:33 UTC,-73.961158,40.812005,-73.971036,40.78811,2,19,3,2014,2,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
56:09.0,32.33,2014-08-09 08:56:09 UTC,-73.870914,40.773748,-73.988878,40.731205,1,9,8,2014,5,8,0,0,0,0,0,0,0,1,1,0,0,0,0,1
59:00.0,6.9,2010-06-20 10:59:00 UTC,-73.992063,40.749942,-73.980175,40.735162,1,20,6,2010,6,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20:05.0,18.1,2010-11-10 20:20:05 UTC,-73.969668,40.797808,-74.011121,40.722914,1,10,11,2010,2,20,0,1,0,1,0,0,0,0,1,0,0,0,0,0
50:00.0,19.0,2013-12-20 17:50:00 UTC,-73.98706,40.722382,-73.9834,40.755902,3,20,12,2013,4,17,0,1,0,1,0,0,0,0,1,0,0,0,0,0
51:00.0,17.7,2010-06-10 20:51:00 UTC,-73.999612,40.730948,-73.95881,40.759552,1,10,6,2010,3,20,0,1,0,1,0,0,0,0,1,0,0,0,0,0
54:27.0,14.5,2015-02-19 22:54:27 UTC,-73.98618317,40.74034882,-73.98370361,40.69381714,1,19,2,2015,3,22,0,0,1,1,0,0,0,0,0,0,1,0,0,0
29:48.0,6.1,2009-12-31 00:29:48 UTC,-73.988831,40.73675,-74.002818,40.749723,1,31,12,2009,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
58:00.0,14.0,2013-09-17 09:58:00 UTC,-73.996685,40.733117,-73.977942,40.753872,1,17,9,2013,1,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11:00.0,5.7,2011-08-15 13:11:00 UTC,-73.990185,40.742148,-74.000262,40.733027,1,15,8,2011,0,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0
29:11.0,7.5,2014-04-03 07:29:11 UTC,-73.980799,40.738007,-73.974775,40.754962,1,3,4,2014,3,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28:00.0,8.5,2012-07-19 00:28:00 UTC,-73.983152,40.779347,-73.97381,40.754252,1,19,7,2012,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
10:47.0,11.0,2014-10-29 11:10:47 UTC,-73.992703,40.737226,-73.988805,40.720502,1,29,10,2014,2,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0
43:00.0,5.7,2011-03-25 18:43:00 UTC,-73.998317,40.753295,-74.003652,40.75392,1,25,3,2011,4,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0
26:42.0,10.0,2015-02-28 11:26:42 UTC,-73.98471069,40.74022675,-73.98768616,40.74757385,5,28,2,2015,5,11,0,0,1,1,0,0,0,0,1,0,0,0,0,0
14:58.0,4.5,2014-01-10 15:14:58 UTC,-73.963642,40.773944,-73.954742,40.779115,2,10,1,2014,4,15,0,0,1,1,0,0,0,0,1,0,0,0,0,0
58:40.0,6.0,2015-04-29 18:58:40 UTC,-73.9688797,40.76660156,-73.95757294,40.77525711,6,29,4,2015,2,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0
28:18.0,8.1,2009-10-27 14:28:18 UTC,-73.98069,40.779874,-73.985941,40.761935,2,27,10,2009,1,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0
52:00.0,8.0,2013-04-30 13:52:00 UTC,-73.996668,40.763345,-73.981507,40.768482,1,30,4,2013,1,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35:00.0,3.7,2010-10-06 07:35:00 UTC,-73.961395,40.778785,-73.95535,40.783718,1,6,10,2010,2,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
32:00.0,5.7,2011-01-13 22:32:00 UTC,-73.991212,40.71769,-74.003465,40.726817,1,13,1,2011,3,22,0,0,1,1,0,0,0,0,1,0,0,0,0,0
06:30.0,4.5,2014-04-10 22:06:30 UTC,-73.989631,40.757411,-73.982612,40.765761,1,10,4,2014,3,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
48:55.0,16.5,2012-10-30 12:48:55 UTC,-73.981001,40.780762,-73.983217,40.783398,1,30,10,2012,1,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0
55:25.0,8.0,2015-02-27 19:55:25 UTC,-73.9528656,40.77661896,-73.9673233,40.75654221,1,27,2,2015,4,19,0,1,1,1,0,0,0,0,1,0,0,0,0,0
41:35.0,8.1,2009-07-06 14:41:35 UTC,-73.965669,40.758657,-73.986969,40.724613,1,6,7,2009,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0
37:47.0,3.7,2009-05-24 23:37:47 UTC,-73.988058,40.722742,-73.996495,40.725504,2,24,5,2009,6,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0
45:32.0,5.7,2011-02-01 07:45:32 UTC,-73.989809,40.758937,-74.000602,40.758529,1,1,2,2011,1,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0
56:00.0,4.5,2010-12-17 18:56:00 UTC,-74.0062,40.741373,-74.008657,40.731947,4,17,12,2010,4,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0
35:00.0,7.0,2014-11-14 09:35:00 UTC,-73.959077,40.768055,-73.959298,40.759102,1,14,11,2014,4,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16:00.0,6.5,2009-12-04 00:16:00 UTC,-73.966117,40.756452,-73.952718,40.775952,2,4,12,2009,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
03:00.0,6.9,2010-03-10 15:03:00 UTC,-73.960282,40.77874,-73.958685,40.772475,5,10,3,2010,2,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0
57:22.0,12.5,2014-05-26 17:57:22 UTC,-73.9843,40.764077,-74.004278,40.725577,1,26,5,2014,0,17,0,1,0,1,0,0,0,0,1,0,0,0,0,0
33:00.0,36.5,2013-06-27 10:33:00 UTC,-73.791387,40.64579,-73.888637,40.74554,1,27,6,2013,3,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26:00.0,7.0,2014-10-08 10:26:00 UTC,-73.977028,40.71938,-73.99091,40.712617,1,8,10,2014,2,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
07:00.0,4.1,2011-04-09 12:07:00 UTC,-73.957747,40.776498,-73.950633,40.782423,5,9,4,2011,5,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0
51:18.0,6.1,2010-09-29 07:51:18 UTC,-73.986701,40.775904,-73.979795,40.763767,1,29,9,2010,2,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
28:00.0,12.1,2009-02-07 02:28:00 UTC,-73.99833,40.732628,-73.965518,40.71286,1,7,2,2009,5,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0
17:00.0,17.5,2014-08-19 12:17:00 UTC,-73.959883,40.781297,-73.990957,40.750452,6,19,8,2014,1,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16:10.0,7.3,2012-05-28 01:16:10 UTC,-73.977853,40.752365,-73.956331,40.773876,1,28,5,2012,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
41:00.0,4.5,2014-02-08 10:41:00 UTC,-73.982877,40.76643,-73.982503,40.771855,1,8,2,2014,5,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0
21:00.0,6.5,2012-10-05 09:21:00 UTC,-73.993062,40.742977,-74.005833,40.730147,1,5,10,2012,4,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35:00.0,22.5,2012-11-21 17:35:00 UTC,-73.988738,40.758805,-73.988312,40.75991,2,21,11,2012,2,17,0,1,0,1,0,0,0,0,1,0,0,0,0,0
26:08.0,4.5,2013-10-20 10:26:08 UTC,-73.99222,40.753507,-73.994136,40.746377,1,20,10,2013,6,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
04:00.0,6.9,2010-08-15 13:04:00 UTC,-73.979182,40.744402,-73.985702,40.755618,1,15,8,2010,6,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0
58:00.0,10.5,2014-01-25 08:58:00 UTC,-73.992412,40.743552,-73.964178,40.76062,1,25,1,2014,5,8,0,0,1,1,0,0,0,0,1,0,0,0,0,0
44:00.0,7.7,2010-11-20 13:44:00 UTC,-74.00271,40.743187,-73.982677,40.742332,1,20,11,2010,5,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0
15:00.0,10.0,2014-02-08 14:15:00 UTC,-74.00935,40.716937,-73.995022,40.750047,1,8,2,2014,5,14,0,0,1,1,0,0,0,0,1,0,0,0,0,0
41:13.0,9.0,2013-12-01 10:41:13 UTC,-73.98827,40.779253,-73.961812,40.77974,1,1,12,2013,6,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
05:12.0,9.7,2010-05-11 18:05:12 UTC,-73.978394,40.751558,-73.982884,40.765946,1,11,5,2010,1,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0
27:00.0,6.1,2012-06-25 09:27:00 UTC,-73.991717,40.726038,-73.992157,40.73774,1,25,6,2012,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
46:31.0,14.0,2015-04-25 13:46:31 UTC,-73.99766541,40.72040939,-73.93714905,40.71448135,1,25,4,2015,5,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11:51.0,11.5,2014-08-12 03:11:51 UTC,-74.00406,40.741953,-73.979982,40.762617,2,12,8,2014,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0
34:00.0,5.5,2012-12-04 10:34:00 UTC,-73.994907,40.728753,-73.987237,40.732977,2,4,12,2012,1,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30:00.0,4.1,2011-07-16 00:30:00 UTC,-73.98611,40.73055,-73.987972,40.735207,1,16,7,2011,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
45:28.0,17.5,2012-11-06 00:45:28 UTC,-73.969104,40.757661,-73.958166,40.810488,1,6,11,2012,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
23:00.0,4.9,2010-12-23 23:23:00 UTC,-73.978318,40.778013,-73.970875,40.786867,1,23,12,2010,3,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0
53:00.0,6.5,2013-05-06 22:53:00 UTC,-73.999392,40.73836,-73.978353,40.729622,1,6,5,2013,0,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35:12.0,9.0,2013-09-03 17:35:12 UTC,-73.982942,40.763125,-73.975468,40.752146,1,3,9,2013,1,17,0,1,0,1,0,0,0,0,1,0,0,0,0,0
18:59.0,12.5,2011-11-05 23:18:59 UTC,-73.999554,40.725168,-73.991863,40.770419,1,5,11,2011,5,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0
29:00.0,57.33,2013-03-06 05:29:00 UTC,-73.975792,40.789537,-73.787172,40.646677,5,6,3,2013,2,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1
06:00.0,16.5,2012-11-27 20:06:00 UTC,-73.939235,40.816597,-73.982615,40.77649,1,27,11,2012,1,20,0,1,0,1,0,0,0,0,1,0,0,0,0,0
08:35.0,3.3,2010-02-12 01:08:35 UTC,-73.971984,40.759457,-73.968095,40.758881,2,12,2,2010,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
12:00.0,5.5,2013-01-12 16:12:00 UTC,-73.972812,40.793357,-73.980623,40.783112,1,12,1,2013,5,16,0,1,1,1,0,0,0,0,1,0,0,0,0,0
10:31.0,17.3,2011-01-26 16:10:31 UTC,-73.955313,40.7686,-73.9201,40.760425,1,26,1,2011,2,16,0,1,1,1,0,0,0,0,0,0,0,0,0,0
13:00.0,6.5,2014-08-10 19:13:00 UTC,-73.943715,40.795762,-73.94479,40.784205,1,10,8,2014,6,19,0,1,0,1,0,0,0,0,1,0,0,0,0,0
56:43.0,6.9,2011-04-04 22:56:43 UTC,-73.985241,40.759912,-73.979785,40.780966,1,4,4,2011,0,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
53:44.0,6.5,2012-07-26 14:53:44 UTC,-73.967283,40.772337,-73.975478,40.760867,3,26,7,2012,3,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0
26:10.0,4.9,2009-10-12 22:26:10 UTC,-73.989004,40.730487,-73.991177,40.719543,1,12,10,2009,0,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
34:48.0,5.3,2012-03-28 22:34:48 UTC,-74.002502,40.718652,-74.007763,40.705744,1,28,3,2012,2,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
19:55.0,10.5,2015-05-16 20:19:55 UTC,-73.97988129,40.72370529,-74.00675964,40.70575714,2,16,5,2015,5,20,0,1,0,1,0,0,0,0,1,0,0,0,0,0
18:51.0,4.9,2009-07-02 22:18:51 UTC,-73.987153,40.751145,-73.972652,40.751358,2,2,7,2009,3,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10:43.0,5.7,2011-05-16 23:10:43 UTC,-73.984797,40.763133,-73.975928,40.765276,2,16,5,2011,0,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11:00.0,22.5,2012-06-04 00:11:00 UTC,-73.862832,40.769107,-73.989057,40.718932,6,4,6,2012,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
04:42.0,8.0,2015-04-27 21:04:42 UTC,-73.97483063,40.76169205,-73.98860168,40.74803543,1,27,4,2015,0,21,0,0,0,1,0,0,0,0,1,0,0,0,0,0
19:59.0,40.5,2014-03-13 03:19:59 UTC,-73.96083,40.761253,-74.001831,40.645478,2,13,3,2014,3,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0
46:32.0,4.5,2015-05-06 22:46:32 UTC,-74.0005188,40.74775696,-73.99329376,40.74480438,1,6,5,2015,2,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
39:00.0,13.5,2014-11-15 19:39:00 UTC,-73.976117,40.74478,-73.948383,40.78481,1,15,11,2014,5,19,0,1,0,1,0,0,0,0,1,0,0,0,0,0
03:00.0,29.0,2014-11-01 02:03:00 UTC,-73.984487,40.745767,-73.935997,40.84361,1,1,11,2014,5,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0
44:02.0,13.0,2014-10-31 14:44:02 UTC,-73.984045,40.743371,-73.954339,40.769981,1,31,10,2014,4,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0
48:38.0,4.5,2010-07-30 22:48:38 UTC,-73.985679,40.727014,-73.978799,40.724234,1,30,7,2010,4,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
27:32.0,34.45,2009-01-08 13:27:32 UTC,-73.863082,40.769286,-73.981586,40.764605,4,8,1,2009,3,13,0,0,1,0,0,0,0,1,1,0,0,0,0,1
03:00.0,12.5,2014-07-17 18:03:00 UTC,-73.97879,40.736385,-73.98745,40.750042,1,17,7,2014,3,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0
18:06.0,6.1,2011-02-09 08:18:06 UTC,-74.0057,40.718262,-74.011594,40.70812,1,9,2,2011,2,8,0,0,1,1,0,0,0,0,1,0,0,0,0,0
35:37.0,11.5,2012-10-07 16:35:37 UTC,-73.96007,40.715769,-73.992858,40.702435,1,7,10,2012,6,16,0,1,0,1,0,0,0,0,1,0,0,0,0,0
46:21.0,8.5,2010-05-08 23:46:21 UTC,-74.001811,40.750775,-73.975361,40.733105,1,8,5,2010,5,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16:52.0,28.1,2011-09-09 22:16:52 UTC,-73.9851,40.7579,-73.8491,40.7102,1,9,9,2011,4,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48:00.0,8.5,2011-05-26 19:48:00 UTC,-73.984155,40.756672,-74.000502,40.730113,1,26,5,2011,3,19,0,1,0,1,0,0,0,0,1,0,0,0,0,0
51:00.0,15.5,2014-07-02 18:51:00 UTC,-74.008508,40.704387,-73.962502,40.695225,6,2,7,2014,2,18,0,1,0,1,0,0,0,0,0,0,1,0,0,0
01:00.0,4.9,2012-04-15 12:01:00 UTC,-73.98341,40.761227,-73.977522,40.753517,1,15,4,2012,6,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0
46:49.0,6.5,2015-06-07 19:46:49 UTC,-73.96704865,40.75709534,-73.97129822,40.74757004,1,7,6,2015,6,19,0,1,0,1,0,0,0,0,1,0,0,0,0,0
32:38.0,6.5,2015-02-11 19:32:38 UTC,-73.96163177,40.81138611,-73.97132874,40.79550934,1,11,2,2015,2,19,0,1,1,1,0,0,0,0,1,0,0,0,0,0
52:00.0,4.5,2009-09-14 18:52:00 UTC,-73.986602,40.742138,-73.978528,40.752428,1,14,9,2009,0,18,0,1,0,1,0,0,0,0,1,0,0,0,0,0
24:55.0,7.5,2014-10-20 09:24:55 UTC,-73.993106,40.73372,-74.002914,40.718231,1,20,10,2014,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
42:44.0,6.5,2013-05-06 20:42:44 UTC,-73.989064,40.758661,-73.984974,40.74841,1,6,5,2013,0,20,0,1,0,1,0,0,0,0,1,0,0,0,0,0
51:00.0,14.5,2012-05-25 02:51:00 UTC,-74.002167,40.729982,-73.99345,40.67829,2,25,5,2012,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0
29:00.0,12.5,2009-08-27 22:29:00 UTC,-73.992387,40.743787,-73.948153,40.781033,3,27,8,2009,3,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50:00.0,6.0,2014-09-25 07:50:00 UTC,-73.952075,40.777432,-73.95165,40.769805,1,25,9,2014,3,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0
29:00.0,4.1,2009-06-08 09:29:00 UTC,-73.96888,40.761765,-73.97619,40.763827,1,8,6,2009,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0
14:15.0,4.1,2012-06-17 11:14:15 UTC,-73.957079,40.766252,-73.963424,40.761776,2,17,6,2012,6,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0
59:46.0,15.5,2012-11-12 17:59:46 UTC,-73.964517,40.767404,-74.003496,40.741095,1,12,11,2012,0,17,0,1,0,1,0,0,0,0,1,0,0,0,0,0
05:45.0,8.1,2010-07-30 21:05:45 UTC,-73.990721,40.750777,-73.979545,40.742236,1,30,7,2010,4,21,0,0,0,1,0,0,0,0,1,0,0,0,0,0
31:08.0,8.9,2010-06-05 20:31:08 UTC,-73.986945,40.758274,-73.984967,40.747972,4,5,6,2010,5,20,0,1,0,1,0,0,0,0,1,0,0,0,0,0
59:00.0,8.9,2009-03-08 03:59:00 UTC,-74.003898,40.731638,-73.99523,40.760065,1,8,3,2009,6,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0
58:46.0,16.0,2015-03-08 12:58:46 UTC,-73.96251678,40.77312088,-73.98523712,40.72915268,1,8,3,2015,6,12,0,0,0,1,0,0,0,0,1,0,0,0,0,0
42:15.0,7.0,2015-02-10 09:42:15 UTC,-73.97685242,40.73907852,-73.9758606,40.7488327,1,10,2,2015,1,9,0,0,1,1,0,0,0,0,1,0,0,0,0,0
11:00.0,4.5,2014-03-07 14:11:00 UTC,-73.98775,40.755995,-73.991255,40.75054,1,7,3,2014,4,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0
05:45.0,16.5,2013-04-29 03:05:45 UTC,-73.982785,40.731421,-74.011358,40.713788,1,29,4,2013,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0
20:02.0,9.3,2009-01-27 11:20:02 UTC,-73.986674,40.759119,-73.966212,40.76147,1,27,1,2009,1,11,0,0,1,1,0,0,0,0,1,0,0,0,0,0
12:00.0,13.5,2012-12-24 23:12:00 UTC,-73.973522,40.792337,-73.942002,40.822752,5,24,12,2012,0,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30:00.0,4.0,2014-06-25 19:30:00 UTC,-74.002468,40.739622,-73.998442,40.745382,2,25,6,2014,2,19,0,1,0,1,0,0,0,0,1,0,0,0,0,0
